title,body
A Call to Separate Top Goldman Jobs,"Separating the jobs of chairman and chief executive at Goldman would relieve some of the intense spotlight on the current chairman and chief , Lloyd Blankfein."
Goldman Reports $4.95 Billion 4th-Quarter Profit,"Goldman Sachs said Thursday it earned $4.95 billion in the fourth quarter, rounding out a record/bumper year for the Wall Street bank in 2009."
A.I.G. Said to Dismiss Goldman,The American International Group is turning to Citigroup and Bank of America to replace Goldman Sachs as the main corporate adviser as the insurer reorganizes.
H.P. Hires Goldman to Defend Against Activists,"Hewlett-Packard has hired Goldman Sachs to defend against possible attacks by activist investors or unwanted suitors, as the technology giant struggles to turn itself around."
Goldman Must Pay Some Bayou Losses,Goldman Sachs was ordered to pay $20.58 million to creditors of a failed hedge fund to settle claims that the bank helped the fund perpetrate a Ponzi scheme.
"An Unbowed Goldman Reports Profit Growth, but Caution Remains","While its first-quarter earnings rose 5 percent from the period a year earlier, Goldman Sachs faces many market and regulatory challenges."
Galleon Jurors Hear Tape Discussing Call of Goldman Director,"Prosecutors played a taped conversation of Raj Rajaratnam telling a colleague he knew Goldman would report a loss, permitting Galleon to sell its holdings."
"Ex-Goldman Trader Fined $500,000","A former Goldman Sachs trader who pleaded guilty in a criminal case earlier this year to fabricating huge positions to protect his bonus agreed on Friday to pay a $500,000 fine in a related civil matter."
"At Goldman, Quarterly Profit Drops 53%","Goldman Sachs experienced a slowdown in many divisions, and quarterly earnings fell 53 percent, to $2.39 billion, or $3.79 a share."
A Goldman Co-Head of Global Mergers to Step Down,"Yoël Zaoui, one of Goldman Sachs’s most senior deal makers, is the latest executive to leave the firm and its partnership."
A Call to Separate Top Goldman Jobs,"Separating the jobs of chairman and chief executive at Goldman would relieve some of the intense spotlight on the current chairman and chief , Lloyd Blankfein."
Goldman Reports $4.95 Billion 4th-Quarter Profit,"Goldman Sachs said Thursday it earned $4.95 billion in the fourth quarter, rounding out a record/bumper year for the Wall Street bank in 2009."
A.I.G. Said to Dismiss Goldman,The American International Group is turning to Citigroup and Bank of America to replace Goldman Sachs as the main corporate adviser as the insurer reorganizes.
Goldman Executives Are Expected to Testify Before Senate Panel,President Obama and the S.E.C.’s chairwoman defended the timing of the agency’s suit against the firm from critics who suggested the move was politically motivated.
Success Metrics Questioned in School Program Funded by Goldman,Early-education experts are questioning the metrics used to measure the success of a public-private preschool program in Utah in which Goldman Sachs has invested.
"At Goldman, Quarterly Profit Drops 53%","Goldman Sachs experienced a slowdown in many divisions, and quarterly earnings fell 53 percent, to $2.39 billion, or $3.79 a share."
"This Inside Goldman Deal Comes Steamed, With Sauce","Rickshaw Dumpling Bar has been invited to sell its dumplings inside Goldman Sachs’s cafeteria, an 11th-floor outpost inside the firm’s gleaming skyscraper in Lower Manhattan."
Goldman Must Pay Some Bayou Losses,Goldman Sachs was ordered to pay $20.58 million to creditors of a failed hedge fund to settle claims that the bank helped the fund perpetrate a Ponzi scheme.
Goldman Promotes Ashok Varadhan to Co-Head of Securities,Ashok Varadhan had most recently served as head of macro trading in the securities division. He will join the co-heads Isabelle Ealet and Pablo Salame in his new role.
Anger at Goldman Still Simmers,"Testifying recently in a lawsuit that is unrelated to Copper River’s closing, its chief maintained that actions taken in the fall of 2008 by Goldman Sachs had done irreparable damage to his fund."
Goldman Names New Chief Strategy Officer,"Goldman Sachs named Stephen M. Scherr as its new chief strategy officer on Monday, replacing Andrew A. Chisholm, a longtime executive of the firm who is retiring at the end of the year."
Deliberations Start in Goldman Trader’s Case,"After nearly an hour and a half of legal instructions, the federal government’s civil lawsuit against a former Goldman Sachs trader went to a jury on Wednesday morning."
"On Hudson, Bank’s Ferries Are Finally in Service","Goldman Sachs’s new ferries began making trips on Tuesday after an unexplained two years spent bobbing, unused, on the river."
Goldman Executives Are Expected to Testify Before Senate Panel,President Obama and the S.E.C.’s chairwoman defended the timing of the agency’s suit against the firm from critics who suggested the move was politically motivated.
"Goldman Cleans Up Its E-Mails, Darn It","Goldman Sachs has issued an edict that e-mailed profanity is no longer permitted, meaning all 34,000 of the bank’s employees are going to have to rein in their tough talking reputations, even when the, um, shoot really hits the fan, The Wall Street Journal reports."
"This Inside Goldman Deal Comes Steamed, With Sauce","Rickshaw Dumpling Bar has been invited to sell its dumplings inside Goldman Sachs’s cafeteria, an 11th-floor outpost inside the firm’s gleaming skyscraper in Lower Manhattan."
Goldman Bonuses to Suffer on Trading Weakness,"Goldman Sachs, the New York-based bank that makes most of its money from trading and set a Wall Street pay record in 2007, slashed average compensation 26 percent in the first nine months of 2010, Bloomberg News reported."
Goldman’s Muppet Scan and the Innocent E-Mails,Reuters reports that Goldman Sachs has reportedly started scanning internal e-mails for instances of the term “muppet” and other derogatory phrases. Here are some innocent e-mails that DealBook imagines could get flagged.
"For Goldman, a Bet’s Stakes Keep Growing",Accusations that Goldman Sachs defrauded customers who bought investments tied to risky mortgages have only just begun to reverberate in the financial world.
"Goldman Stuck With a Defense Tab, and Awaiting a Payback","Goldman Sachs must continue to pay Mr. Gupta’s bills until the case is completely resolved, a process that could take a couple of years."
Goldman and Citigroup to Sell $788.5 Million C.M.B.S.,"Goldman Sachs Group and Citigroup will sell a $788.5 million commercial mortgage-backed security, according to a term sheet sent to investors, in the largest deal of its kind since volume began crawling back after the financial crisis."
Success Metrics Questioned in School Program Funded by Goldman,Early-education experts are questioning the metrics used to measure the success of a public-private preschool program in Utah in which Goldman Sachs has invested.
"On Hudson, Bank’s Ferries Are Finally in Service","Goldman Sachs’s new ferries began making trips on Tuesday after an unexplained two years spent bobbing, unused, on the river."
Goldman and Citigroup to Sell $788.5 Million C.M.B.S.,"Goldman Sachs Group and Citigroup will sell a $788.5 million commercial mortgage-backed security, according to a term sheet sent to investors, in the largest deal of its kind since volume began crawling back after the financial crisis."
The Goldman Drama,Dumb but decent meets smart and sleazy in the Washington drama over how to prevent another financial meltdown.
Goldman Names New Chief Strategy Officer,"Goldman Sachs named Stephen M. Scherr as its new chief strategy officer on Monday, replacing Andrew A. Chisholm, a longtime executive of the firm who is retiring at the end of the year."
Goldman Hires a Top Executive in Asia,"Goldman Sachs has lured away Kate Richdale, Morgan Stanley’s chief of investment banking in Asia, to be Goldman’s head of investment banking services for Asia, excluding Japan."
Goldman’s Muppet Scan and the Innocent E-Mails,Reuters reports that Goldman Sachs has reportedly started scanning internal e-mails for instances of the term “muppet” and other derogatory phrases. Here are some innocent e-mails that DealBook imagines could get flagged.
"Goldman Stuck With a Defense Tab, and Awaiting a Payback","Goldman Sachs must continue to pay Mr. Gupta’s bills until the case is completely resolved, a process that could take a couple of years."
Time for Goldman to Come Clean,Goldman has to come clean about the fact that it compromised its principles to help Greece hide its debt for years.
Goldman Bonuses to Suffer on Trading Weakness,"Goldman Sachs, the New York-based bank that makes most of its money from trading and set a Wall Street pay record in 2007, slashed average compensation 26 percent in the first nine months of 2010, Bloomberg News reported."
S.E.C. Watchdog to Look at Timing of Goldman Case,The Securities and Exchange Commission’s inspector general said Friday that he would investigate the timing of the agency’s securities fraud case against Goldman Sachs.
Goldman E-Mail Lays Bare Trading Conflicts,"For years, Wall Street whispered that Goldman Sachs profited handsomely by trading ahead of — or even against — its own clients. On Tuesday, a Goldman executive made an unusual admission that, in some cases, the rumors were true."
Goldman and Citigroup to Sell $788.5 Million C.M.B.S.,"Goldman Sachs Group and Citigroup will sell a $788.5 million commercial mortgage-backed security, according to a term sheet sent to investors, in the largest deal of its kind since volume began crawling back after the financial crisis."
The Goldman Drama,Dumb but decent meets smart and sleazy in the Washington drama over how to prevent another financial meltdown.
Goldman Names New Chief Strategy Officer,"Goldman Sachs named Stephen M. Scherr as its new chief strategy officer on Monday, replacing Andrew A. Chisholm, a longtime executive of the firm who is retiring at the end of the year."
Goldman Hires a Top Executive in Asia,"Goldman Sachs has lured away Kate Richdale, Morgan Stanley’s chief of investment banking in Asia, to be Goldman’s head of investment banking services for Asia, excluding Japan."
Goldman’s Muppet Scan and the Innocent E-Mails,Reuters reports that Goldman Sachs has reportedly started scanning internal e-mails for instances of the term “muppet” and other derogatory phrases. Here are some innocent e-mails that DealBook imagines could get flagged.
"Goldman Stuck With a Defense Tab, and Awaiting a Payback","Goldman Sachs must continue to pay Mr. Gupta’s bills until the case is completely resolved, a process that could take a couple of years."
Time for Goldman to Come Clean,Goldman has to come clean about the fact that it compromised its principles to help Greece hide its debt for years.
Goldman Bonuses to Suffer on Trading Weakness,"Goldman Sachs, the New York-based bank that makes most of its money from trading and set a Wall Street pay record in 2007, slashed average compensation 26 percent in the first nine months of 2010, Bloomberg News reported."
S.E.C. Watchdog to Look at Timing of Goldman Case,The Securities and Exchange Commission’s inspector general said Friday that he would investigate the timing of the agency’s securities fraud case against Goldman Sachs.
Goldman E-Mail Lays Bare Trading Conflicts,"For years, Wall Street whispered that Goldman Sachs profited handsomely by trading ahead of — or even against — its own clients. On Tuesday, a Goldman executive made an unusual admission that, in some cases, the rumors were true."
Goldman and Citigroup to Sell $788.5 Million C.M.B.S.,"Goldman Sachs Group and Citigroup will sell a $788.5 million commercial mortgage-backed security, according to a term sheet sent to investors, in the largest deal of its kind since volume began crawling back after the financial crisis."
The Goldman Drama,Dumb but decent meets smart and sleazy in the Washington drama over how to prevent another financial meltdown.
Goldman Names New Chief Strategy Officer,"Goldman Sachs named Stephen M. Scherr as its new chief strategy officer on Monday, replacing Andrew A. Chisholm, a longtime executive of the firm who is retiring at the end of the year."
Goldman Hires a Top Executive in Asia,"Goldman Sachs has lured away Kate Richdale, Morgan Stanley’s chief of investment banking in Asia, to be Goldman’s head of investment banking services for Asia, excluding Japan."
Goldman’s Muppet Scan and the Innocent E-Mails,Reuters reports that Goldman Sachs has reportedly started scanning internal e-mails for instances of the term “muppet” and other derogatory phrases. Here are some innocent e-mails that DealBook imagines could get flagged.
"Goldman Stuck With a Defense Tab, and Awaiting a Payback","Goldman Sachs must continue to pay Mr. Gupta’s bills until the case is completely resolved, a process that could take a couple of years."
Time for Goldman to Come Clean,Goldman has to come clean about the fact that it compromised its principles to help Greece hide its debt for years.
Goldman Bonuses to Suffer on Trading Weakness,"Goldman Sachs, the New York-based bank that makes most of its money from trading and set a Wall Street pay record in 2007, slashed average compensation 26 percent in the first nine months of 2010, Bloomberg News reported."
S.E.C. Watchdog to Look at Timing of Goldman Case,The Securities and Exchange Commission’s inspector general said Friday that he would investigate the timing of the agency’s securities fraud case against Goldman Sachs.
Goldman E-Mail Lays Bare Trading Conflicts,"For years, Wall Street whispered that Goldman Sachs profited handsomely by trading ahead of — or even against — its own clients. On Tuesday, a Goldman executive made an unusual admission that, in some cases, the rumors were true."
Goldman and Citigroup to Sell $788.5 Million C.M.B.S.,"Goldman Sachs Group and Citigroup will sell a $788.5 million commercial mortgage-backed security, according to a term sheet sent to investors, in the largest deal of its kind since volume began crawling back after the financial crisis."
The Goldman Drama,Dumb but decent meets smart and sleazy in the Washington drama over how to prevent another financial meltdown.
Goldman Names New Chief Strategy Officer,"Goldman Sachs named Stephen M. Scherr as its new chief strategy officer on Monday, replacing Andrew A. Chisholm, a longtime executive of the firm who is retiring at the end of the year."
Goldman Hires a Top Executive in Asia,"Goldman Sachs has lured away Kate Richdale, Morgan Stanley’s chief of investment banking in Asia, to be Goldman’s head of investment banking services for Asia, excluding Japan."
Goldman’s Muppet Scan and the Innocent E-Mails,Reuters reports that Goldman Sachs has reportedly started scanning internal e-mails for instances of the term “muppet” and other derogatory phrases. Here are some innocent e-mails that DealBook imagines could get flagged.
"Goldman Stuck With a Defense Tab, and Awaiting a Payback","Goldman Sachs must continue to pay Mr. Gupta’s bills until the case is completely resolved, a process that could take a couple of years."
Time for Goldman to Come Clean,Goldman has to come clean about the fact that it compromised its principles to help Greece hide its debt for years.
Goldman Bonuses to Suffer on Trading Weakness,"Goldman Sachs, the New York-based bank that makes most of its money from trading and set a Wall Street pay record in 2007, slashed average compensation 26 percent in the first nine months of 2010, Bloomberg News reported."
S.E.C. Watchdog to Look at Timing of Goldman Case,The Securities and Exchange Commission’s inspector general said Friday that he would investigate the timing of the agency’s securities fraud case against Goldman Sachs.
Goldman E-Mail Lays Bare Trading Conflicts,"For years, Wall Street whispered that Goldman Sachs profited handsomely by trading ahead of — or even against — its own clients. On Tuesday, a Goldman executive made an unusual admission that, in some cases, the rumors were true."
Goldman and Citigroup to Sell $788.5 Million C.M.B.S.,"Goldman Sachs Group and Citigroup will sell a $788.5 million commercial mortgage-backed security, according to a term sheet sent to investors, in the largest deal of its kind since volume began crawling back after the financial crisis."
The Goldman Drama,Dumb but decent meets smart and sleazy in the Washington drama over how to prevent another financial meltdown.
Goldman Names New Chief Strategy Officer,"Goldman Sachs named Stephen M. Scherr as its new chief strategy officer on Monday, replacing Andrew A. Chisholm, a longtime executive of the firm who is retiring at the end of the year."
Goldman Hires a Top Executive in Asia,"Goldman Sachs has lured away Kate Richdale, Morgan Stanley’s chief of investment banking in Asia, to be Goldman’s head of investment banking services for Asia, excluding Japan."
Goldman’s Muppet Scan and the Innocent E-Mails,Reuters reports that Goldman Sachs has reportedly started scanning internal e-mails for instances of the term “muppet” and other derogatory phrases. Here are some innocent e-mails that DealBook imagines could get flagged.
"Goldman Stuck With a Defense Tab, and Awaiting a Payback","Goldman Sachs must continue to pay Mr. Gupta’s bills until the case is completely resolved, a process that could take a couple of years."
Time for Goldman to Come Clean,Goldman has to come clean about the fact that it compromised its principles to help Greece hide its debt for years.
Goldman Bonuses to Suffer on Trading Weakness,"Goldman Sachs, the New York-based bank that makes most of its money from trading and set a Wall Street pay record in 2007, slashed average compensation 26 percent in the first nine months of 2010, Bloomberg News reported."
S.E.C. Watchdog to Look at Timing of Goldman Case,The Securities and Exchange Commission’s inspector general said Friday that he would investigate the timing of the agency’s securities fraud case against Goldman Sachs.
Goldman E-Mail Lays Bare Trading Conflicts,"For years, Wall Street whispered that Goldman Sachs profited handsomely by trading ahead of — or even against — its own clients. On Tuesday, a Goldman executive made an unusual admission that, in some cases, the rumors were true."
Goldman and Citigroup to Sell $788.5 Million C.M.B.S.,"Goldman Sachs Group and Citigroup will sell a $788.5 million commercial mortgage-backed security, according to a term sheet sent to investors, in the largest deal of its kind since volume began crawling back after the financial crisis."
The Goldman Drama,Dumb but decent meets smart and sleazy in the Washington drama over how to prevent another financial meltdown.
Goldman Names New Chief Strategy Officer,"Goldman Sachs named Stephen M. Scherr as its new chief strategy officer on Monday, replacing Andrew A. Chisholm, a longtime executive of the firm who is retiring at the end of the year."
Goldman Hires a Top Executive in Asia,"Goldman Sachs has lured away Kate Richdale, Morgan Stanley’s chief of investment banking in Asia, to be Goldman’s head of investment banking services for Asia, excluding Japan."
Goldman’s Muppet Scan and the Innocent E-Mails,Reuters reports that Goldman Sachs has reportedly started scanning internal e-mails for instances of the term “muppet” and other derogatory phrases. Here are some innocent e-mails that DealBook imagines could get flagged.
"Goldman Stuck With a Defense Tab, and Awaiting a Payback","Goldman Sachs must continue to pay Mr. Gupta’s bills until the case is completely resolved, a process that could take a couple of years."
Time for Goldman to Come Clean,Goldman has to come clean about the fact that it compromised its principles to help Greece hide its debt for years.
Goldman Bonuses to Suffer on Trading Weakness,"Goldman Sachs, the New York-based bank that makes most of its money from trading and set a Wall Street pay record in 2007, slashed average compensation 26 percent in the first nine months of 2010, Bloomberg News reported."
S.E.C. Watchdog to Look at Timing of Goldman Case,The Securities and Exchange Commission’s inspector general said Friday that he would investigate the timing of the agency’s securities fraud case against Goldman Sachs.
Goldman E-Mail Lays Bare Trading Conflicts,"For years, Wall Street whispered that Goldman Sachs profited handsomely by trading ahead of — or even against — its own clients. On Tuesday, a Goldman executive made an unusual admission that, in some cases, the rumors were true."
Goldman and Citigroup to Sell $788.5 Million C.M.B.S.,"Goldman Sachs Group and Citigroup will sell a $788.5 million commercial mortgage-backed security, according to a term sheet sent to investors, in the largest deal of its kind since volume began crawling back after the financial crisis."
The Goldman Drama,Dumb but decent meets smart and sleazy in the Washington drama over how to prevent another financial meltdown.
Goldman Names New Chief Strategy Officer,"Goldman Sachs named Stephen M. Scherr as its new chief strategy officer on Monday, replacing Andrew A. Chisholm, a longtime executive of the firm who is retiring at the end of the year."
Goldman Hires a Top Executive in Asia,"Goldman Sachs has lured away Kate Richdale, Morgan Stanley’s chief of investment banking in Asia, to be Goldman’s head of investment banking services for Asia, excluding Japan."
Goldman’s Muppet Scan and the Innocent E-Mails,Reuters reports that Goldman Sachs has reportedly started scanning internal e-mails for instances of the term “muppet” and other derogatory phrases. Here are some innocent e-mails that DealBook imagines could get flagged.
"Goldman Stuck With a Defense Tab, and Awaiting a Payback","Goldman Sachs must continue to pay Mr. Gupta’s bills until the case is completely resolved, a process that could take a couple of years."
Time for Goldman to Come Clean,Goldman has to come clean about the fact that it compromised its principles to help Greece hide its debt for years.
Goldman Bonuses to Suffer on Trading Weakness,"Goldman Sachs, the New York-based bank that makes most of its money from trading and set a Wall Street pay record in 2007, slashed average compensation 26 percent in the first nine months of 2010, Bloomberg News reported."
S.E.C. Watchdog to Look at Timing of Goldman Case,The Securities and Exchange Commission’s inspector general said Friday that he would investigate the timing of the agency’s securities fraud case against Goldman Sachs.
Goldman E-Mail Lays Bare Trading Conflicts,"For years, Wall Street whispered that Goldman Sachs profited handsomely by trading ahead of — or even against — its own clients. On Tuesday, a Goldman executive made an unusual admission that, in some cases, the rumors were true."
Goldman and Citigroup to Sell $788.5 Million C.M.B.S.,"Goldman Sachs Group and Citigroup will sell a $788.5 million commercial mortgage-backed security, according to a term sheet sent to investors, in the largest deal of its kind since volume began crawling back after the financial crisis."
The Goldman Drama,Dumb but decent meets smart and sleazy in the Washington drama over how to prevent another financial meltdown.
Goldman Names New Chief Strategy Officer,"Goldman Sachs named Stephen M. Scherr as its new chief strategy officer on Monday, replacing Andrew A. Chisholm, a longtime executive of the firm who is retiring at the end of the year."
Goldman Hires a Top Executive in Asia,"Goldman Sachs has lured away Kate Richdale, Morgan Stanley’s chief of investment banking in Asia, to be Goldman’s head of investment banking services for Asia, excluding Japan."
Goldman’s Muppet Scan and the Innocent E-Mails,Reuters reports that Goldman Sachs has reportedly started scanning internal e-mails for instances of the term “muppet” and other derogatory phrases. Here are some innocent e-mails that DealBook imagines could get flagged.
"Goldman Stuck With a Defense Tab, and Awaiting a Payback","Goldman Sachs must continue to pay Mr. Gupta’s bills until the case is completely resolved, a process that could take a couple of years."
Time for Goldman to Come Clean,Goldman has to come clean about the fact that it compromised its principles to help Greece hide its debt for years.
Goldman Bonuses to Suffer on Trading Weakness,"Goldman Sachs, the New York-based bank that makes most of its money from trading and set a Wall Street pay record in 2007, slashed average compensation 26 percent in the first nine months of 2010, Bloomberg News reported."
S.E.C. Watchdog to Look at Timing of Goldman Case,The Securities and Exchange Commission’s inspector general said Friday that he would investigate the timing of the agency’s securities fraud case against Goldman Sachs.
Goldman E-Mail Lays Bare Trading Conflicts,"For years, Wall Street whispered that Goldman Sachs profited handsomely by trading ahead of — or even against — its own clients. On Tuesday, a Goldman executive made an unusual admission that, in some cases, the rumors were true."
Goldman and Citigroup to Sell $788.5 Million C.M.B.S.,"Goldman Sachs Group and Citigroup will sell a $788.5 million commercial mortgage-backed security, according to a term sheet sent to investors, in the largest deal of its kind since volume began crawling back after the financial crisis."
The Goldman Drama,Dumb but decent meets smart and sleazy in the Washington drama over how to prevent another financial meltdown.
Goldman Names New Chief Strategy Officer,"Goldman Sachs named Stephen M. Scherr as its new chief strategy officer on Monday, replacing Andrew A. Chisholm, a longtime executive of the firm who is retiring at the end of the year."
Goldman Hires a Top Executive in Asia,"Goldman Sachs has lured away Kate Richdale, Morgan Stanley’s chief of investment banking in Asia, to be Goldman’s head of investment banking services for Asia, excluding Japan."
Goldman’s Muppet Scan and the Innocent E-Mails,Reuters reports that Goldman Sachs has reportedly started scanning internal e-mails for instances of the term “muppet” and other derogatory phrases. Here are some innocent e-mails that DealBook imagines could get flagged.
"Goldman Stuck With a Defense Tab, and Awaiting a Payback","Goldman Sachs must continue to pay Mr. Gupta’s bills until the case is completely resolved, a process that could take a couple of years."
Time for Goldman to Come Clean,Goldman has to come clean about the fact that it compromised its principles to help Greece hide its debt for years.
Goldman Bonuses to Suffer on Trading Weakness,"Goldman Sachs, the New York-based bank that makes most of its money from trading and set a Wall Street pay record in 2007, slashed average compensation 26 percent in the first nine months of 2010, Bloomberg News reported."
S.E.C. Watchdog to Look at Timing of Goldman Case,The Securities and Exchange Commission’s inspector general said Friday that he would investigate the timing of the agency’s securities fraud case against Goldman Sachs.
Goldman E-Mail Lays Bare Trading Conflicts,"For years, Wall Street whispered that Goldman Sachs profited handsomely by trading ahead of — or even against — its own clients. On Tuesday, a Goldman executive made an unusual admission that, in some cases, the rumors were true."
Goldman and Citigroup to Sell $788.5 Million C.M.B.S.,"Goldman Sachs Group and Citigroup will sell a $788.5 million commercial mortgage-backed security, according to a term sheet sent to investors, in the largest deal of its kind since volume began crawling back after the financial crisis."
The Goldman Drama,Dumb but decent meets smart and sleazy in the Washington drama over how to prevent another financial meltdown.
Goldman Names New Chief Strategy Officer,"Goldman Sachs named Stephen M. Scherr as its new chief strategy officer on Monday, replacing Andrew A. Chisholm, a longtime executive of the firm who is retiring at the end of the year."
Goldman Hires a Top Executive in Asia,"Goldman Sachs has lured away Kate Richdale, Morgan Stanley’s chief of investment banking in Asia, to be Goldman’s head of investment banking services for Asia, excluding Japan."
Goldman’s Muppet Scan and the Innocent E-Mails,Reuters reports that Goldman Sachs has reportedly started scanning internal e-mails for instances of the term “muppet” and other derogatory phrases. Here are some innocent e-mails that DealBook imagines could get flagged.
"Goldman Stuck With a Defense Tab, and Awaiting a Payback","Goldman Sachs must continue to pay Mr. Gupta’s bills until the case is completely resolved, a process that could take a couple of years."
Time for Goldman to Come Clean,Goldman has to come clean about the fact that it compromised its principles to help Greece hide its debt for years.
Goldman Bonuses to Suffer on Trading Weakness,"Goldman Sachs, the New York-based bank that makes most of its money from trading and set a Wall Street pay record in 2007, slashed average compensation 26 percent in the first nine months of 2010, Bloomberg News reported."
S.E.C. Watchdog to Look at Timing of Goldman Case,The Securities and Exchange Commission’s inspector general said Friday that he would investigate the timing of the agency’s securities fraud case against Goldman Sachs.
Goldman E-Mail Lays Bare Trading Conflicts,"For years, Wall Street whispered that Goldman Sachs profited handsomely by trading ahead of — or even against — its own clients. On Tuesday, a Goldman executive made an unusual admission that, in some cases, the rumors were true."
Goldman’s Buyout Arm to Buy Interline Brands for $1.1 Billion,"Interline Brands, a maker of repair products for professional contractors, agreed on Tuesday to sell itself to Goldman Sachs’ private equity arm and P2 Capital Partners for about $1.1 billion, including debt."
Goldman Wins Top Spot in Private Equity Ranking,"Goldman Sachs may be a bank holding company, but its private equity unit is ranked first place on Private Equity International’s latest list of the largest private equity firms, supplanting pure-play firms like last year’s winner, TPG."
U.S. Subpoenas Goldman in Inquiry of Aluminum Warehouses,"The investigation is focused on the storage of aluminum by Goldman Sachs and other companies, which beverage makers say are distorting the market."
Senior Executives at Goldman Had a Role in Mortgage Unit,"As the bank deals with a fraud suit from the S.E.C., former workers say that in 2006, executives sided with traders who thought home prices would decline."
Obama Bank Plan Overshadows Goldman Call,"The earnings conference call at Goldman Sachs was dominated by President Obama’s proposal to separate riskier proprietary trading from commercial banking, with analysts listening to the president’s announcement while the call was still going on."
Jury Gets Insider Case of Ex-Goldman Director,"In final statements in the trial of the former Goldman director Rajat K. Gupta, prosecutors tried to connect the dots among reams of evidence but defense lawyers said there was no evidence of wrongdoing."
Why Facebook Is Such a Crucial Friend for Goldman,"Long before Facebook existed, Goldman Sachs was befriending America’s hottest companies and their chief executives in pursuit of lucrative business."
The ‘Goldman’ of Brazil Is Aiming to Raise $2.24 Billion in an I.P.O.,"Shares of BTG Pactual’s offering are to be priced at $15.71 to $18.44 a share, with trading scheduled to start in both São Paulo and Amsterdam on April 26."
Former Goldman Chief Walks Among Warriors and Dragons,"Stephen Friedman, the onetime head of Goldman Sachs, appears in humble garb during a cameo appearance in the upcoming season of the HBO series “Game of Thrones.”"
Goldman to Pay $12 Million to Settle S.E.C. ‘Pay to Play’ Case,Goldman Sachs settled allegations on Thursday that one of its investment bankers curried favor with a public official to win lucrative government contracts in Massachusetts.
Goldman’s Buyout Arm to Buy Interline Brands for $1.1 Billion,"Interline Brands, a maker of repair products for professional contractors, agreed on Tuesday to sell itself to Goldman Sachs’ private equity arm and P2 Capital Partners for about $1.1 billion, including debt."
Goldman E-Mail Lays Bare Trading Conflicts,"For years, Wall Street whispered that Goldman Sachs profited handsomely by trading ahead of — or even against — its own clients. On Tuesday, a Goldman executive made an unusual admission that, in some cases, the rumors were true."
Goldman Is Said to Exit Harbinger Fund,"What apparently raised Goldman’s hackles was a loan of $133 million that Philip Falcone of Harbinger borrowed from one of his smaller funds, according to Bloomberg."
Senior Executives at Goldman Had a Role in Mortgage Unit,"As the bank deals with a fraud suit from the S.E.C., former workers say that in 2006, executives sided with traders who thought home prices would decline."
"At Gupta Trial, a Glimpse at Goldman’s Inner Workings","Rajat K. Gupta’s lawyers showed the jury an internal Goldman document compiled for Gary D. Cohn, then the bank’s co-president, in preparation for a 2008 meeting he had with Raj Rajaratnam, the head of the Galleon Group hedge fund."
Panel Questions Pricing Role of Goldman and A.I.G.,The panel’s chairman asks Goldman if its negative bets in the market became a “self-fullfilling prophecy.”
Appeals Court Limits Law Used in Goldman Programmer Case,"The federal law, the Economic Espionage Act of 1996, should not have been used to convict Sergey Aleynikov, the appeals court said."
In a Rush to Judge Goldman?,"The stock markets may have rendered a harsh judgment against Goldman Sachs, but many questions need answering before we can assume any guilt."
"At Goldman, E-Mail Message
Lays Bare Conflicts in Trading",An executive told a group of select clients that the firm sometimes used investment strategies before clients got them. A spokesman noted this has always been disclosed.
Goldman and IDG Put $50 Million to Work in a Bitcoin Company ,"Despite fading interest from the public, Wall Street has been quietly looking at the virtual currency, which can be sent securely, cheaply and almost instantly around the world."
Former Goldman Director Gupta to Stay Free Pending Appeal,"In a surprise decision, a federal appeals court has ruled that Rajat K. Gupta can remain free on bail while he challenges his insider-trading conviction. He was set to start serving a two-year sentence on Jan. 8."
Goldman Is Said to Exit Harbinger Fund,"What apparently raised Goldman’s hackles was a loan of $133 million that Philip Falcone of Harbinger borrowed from one of his smaller funds, according to Bloomberg."
"At Gupta Trial, a Glimpse at Goldman’s Inner Workings","Rajat K. Gupta’s lawyers showed the jury an internal Goldman document compiled for Gary D. Cohn, then the bank’s co-president, in preparation for a 2008 meeting he had with Raj Rajaratnam, the head of the Galleon Group hedge fund."
Goldman’s Prince Charles,"Gary D. Cohn, long considered the heir apparent at Goldman Sachs, is growing restless. | Fresh questions surround the privatization of Royal Bank of Scotland. | A plan in Washington to remake housing does not seem to reflect lessons learned in the financial crisis."
Documents Show Goldman Pressure on A.I.G.,The head of an investigative panel said Goldman Sachs was “by far the most aggressive” in its collateral demands before A.I.G.’s near collapse.
Talk About a Close Shave: Goldman Barber Moves In-House,"The firm is bringing its favorite barber, Salvatore Anzalone, into its new headquarters while the building where he usually works is being remodeled."
"At Goldman, E-Mail Message
Lays Bare Conflicts in Trading",An executive told a group of select clients that the firm sometimes used investment strategies before clients got them. A spokesman noted this has always been disclosed.
"With S.E.C. Suit, Goldman Faces Major Test","As the bank deals with a fraud suit from the S.E.C., former workers say that in 2006, executives sided with traders who thought home prices would decline."
Goldman’s Unusually Quiet Role in Battle for Botox Maker,"The Wall Street firm is helping Allergan defend itself against a takeover effort by Valeant Pharmaceuticals, but it also underwrote a Valeant stock offering less than a year ago."
Goldman’s New Conflict Rules Go Only So Far,"Goldman Sachs imposed limits on bankers over investing in specific stocks, bonds and hedge funds. But, Jeffrey Goldfarb of Reuters Breakingviews asks, why are Wall Street deal makers allowed to own individual securities?"
